spotify_id,name,artists,album_name,duration_ms,album_release_date
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,1989,231826,2014-10-27
5ixdmTpCmH5diBA1j154wN,UN PREVIEW,Bad Bunny,nadie sabe lo que va a pasar mañana,165582,2023-10-13
5Eh1nj7IjV9lwpcKAkidyY,One Of Your Girls,Troye Sivan,Something To Give Each Other,181481,2023-10-13
4qSEvFGCpde73gqIuq3sho,HIBIKI,"Bad Bunny, Mora",nadie sabe lo que va a pasar mañana,208000,2023-10-13
4SW9gHnW8NfKOdqmh0ij45,Fruto,"Bizarrap, Milo j",en dormir sin Madrid,132294,2023-10-04
0AYt6NMyyLd0rLuvr0UkMH,Slime You Out (feat. SZA),"Drake, SZA",For All The Dogs,310490,2023-10-06
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),257800,1977-02-04
67nepsnrcZkowTxMWigSbb,MELTDOWN (feat. Drake),"Travis Scott, Drake",UTOPIA,246133,2023-07-28
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,reputation,236413,2017-11-10
29WxJqIfDRMo9isV07kbJP,PARANOIA,"HEARTSTEEL, League of Legends, BAEKHYUN, tobi lou, ØZI, Cal Scruby",PARANOIA,198817,2023-10-23
4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,folklore,239560,2020-07-24
5IhULiOyG58jL20qWkztEg,Dumes,"OMWAWES, Guyon Waton",Dumes,266666,2023-06-30
1iLbUmb2b2btyAAcQ68a1p,"Milo J: Bzrp Music Sessions, Vol. 57","Bizarrap, Milo j","Milo J: Bzrp Music Sessions, Vol. 57",189901,2023-10-03
3YZQseFqB5LVy9VcfVv7dp,Jaga Slalu Hatimu,Seventeen,Dunia Yang Indah,285933,2010-01-01
3NhstUmrlhaN1M6hP8zMbb,BABY NUEVA,Bad Bunny,nadie sabe lo que va a pasar mañana,240773,2023-10-13
2sTDlCxmuZCTDKKk9f1qus,WHERE SHE GOES,Bad Bunny,nadie sabe lo que va a pasar mañana,231704,2023-10-13
1YnChEM51BVZ5dRhbVFEMl,SEDA,"Bad Bunny, Bryant Myers",nadie sabe lo que va a pasar mañana,190476,2023-10-13
180AbZduI6bYQIzwCHRwu9,A Night To Remember,"beabadoobee, Laufey",A Night To Remember,233388,2023-10-20
2kjH4Q6WxvlpGnlgwmv4eG,ANTHEM PART 3,blink-182,ONE MORE TIME...,213191,2023-10-20
6ZprqcYFC6D9eIZaCoqrSn,Gently (feat. Bad Bunny),"Drake, Bad Bunny",For All The Dogs,133694,2023-10-06
6ClYMObS7f3Nn4AiZHYQt3,Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,The Cruelest Summer,229566,2023-10-19
2J6OF7CkpdQGSfm1wdclqn,Clouded,Brent Faiyaz,Fuck The World,110128,2020-02-07
1ODFVLQszq0hCOdZtqV5wq,MR. OCTOBER,Bad Bunny,nadie sabe lo que va a pasar mañana,189258,2023-10-13
01ppKlDRCmPpusO3yNrSRY,TELEFONO NUEVO,"Bad Bunny, Luar La L",nadie sabe lo que va a pasar mañana,354784,2023-10-13
23d8v6tU6lR77pFKsApMtF,NADIE SABE,Bad Bunny,nadie sabe lo que va a pasar mañana,379058,2023-10-13
2Gk6fi0dqt91NKvlzGsmm7,SAY MY GRACE (feat. Travis Scott),"Offset, Travis Scott",SET IT OFF,173253,2023-10-13
4Jc7252S1P99DjQ1lNGEOc,CYBERTRUCK,Bad Bunny,nadie sabe lo que va a pasar mañana,191959,2023-10-13
5LrN7yUQAzvthd4QujgPFr,Here With Me,d4vd,Petals to Thorns,242484,2023-05-26
