spotify_id,name,artists,album_name,duration_ms,album_release_date
45A0Se2c4HciOCyB5Z0XJJ,Kita Bikin Romantis,MALIQ & D'Essentials,CAN MACHINES FALL IN LOVE?,236752,2024-05-30
5LhI8m7n8xlQmNe3b7Rwis,Madonna,"Natanael Cano, Oscar Maydon",Madonna,187087,2024-03-08
6RjSXi9cPGroetXeNsWFGL,MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,123692,2024-05-10
6UmKnXmG7VmYqFnmSPOfRj,Get It Sexyy,Sexyy Red,In Sexyy We Trust,148551,2024-05-24
0W0iAC1VGlB82PI6elxFYf,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT,254365,2024-04-18
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,Safe Haven,233720,2017-05-05
1CsMKhwEmNnmvHUuO5nryA,SKINNY,Billie Eilish,HIT ME HARD AND SOFT,219733,2024-05-17
1LLUoftvmTjVNBHZoQyveF,THE DINER,Billie Eilish,HIT ME HARD AND SOFT,186346,2024-05-17
36t6frENUtCYKuZus6aYDO,Who’s Afraid of Little Old Me?,Taylor Swift,THE TORTURED POETS DEPARTMENT,334084,2024-04-18
3w0w2T288dec0mgeZZqoNN,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",VULTURES 1,264324,2024-02-09
3tri5XrdkhTT8dXPhWXZDa,Cantik,"Tiara Andini, Arsy Widianto",ArTi Semestinya Cinta,240862,2024-03-07
238QZNu3LMzPj2PUoE8AIk,Teramini,Ghea Indrawari,Berdamai,220010,2024-03-10
13sOb9V6Y3uCnRxY9HIZqP,if u could see me cryin' in my room,"Arash Buana, raissa anggiani",if u could see me cryin' in my room,256867,2020-06-12
7DpUoxGSdlDHfqCYj0otzU,BITTERSUITE,Billie Eilish,HIT ME HARD AND SOFT,298440,2024-05-17
3diRmt2Z6xSEaT0mqBr681,Lagu Pernikahan Kita,"Tiara Andini, Arsy Widianto",Lagu Pernikahan Kita,261476,2024-02-01
7wLShogStyDeZvL0a6daN5,TEXAS HOLD 'EM,Beyoncé,COWBOY CARTER,233456,2024-03-29
2PgjJ90q1zETqCX68dxgyd,Sweet Dreams,Koe Wetzel,Sweet Dreams,173269,2024-05-17
02H58MSfVESkKyx4diDgu7,LOST!,RM,"Right Place, Wrong Person",233013,2024-05-24
3Vevii7qKqrmW8CcyzBHDl,"So Long, London",Taylor Swift,THE TORTURED POETS DEPARTMENT,262974,2024-04-18
1SS0WlKhJewviwEDZ6dWj0,SPOT!,"ZICO, JENNIE",SPOT!,167706,2024-04-26
5og4Qzt92jJzVDkOtSEilb,But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT,340428,2024-04-18
57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,Bryson Tiller,Whatever She Wants,161342,2024-02-13
0uHrMbMv3c78398pIANDqR,Europapa,Joost,Europapa,160218,2024-02-29
1wFFFzJ5EsKbBWZriAcubN,Family Matters,Drake,Family Matters,456933,2024-05-03
4S8PxReB1UiDR2F5x1lyIR,meet the grahams,Kendrick Lamar,meet the grahams,392138,2024-05-03
2XXwLdtuAcE0HSCu61ijAb,My Boy Only Breaks His Favorite Toys,Taylor Swift,THE TORTURED POETS DEPARTMENT,203801,2024-04-18
3lMzT16MjAKKXF7pSZn13B,Tell Ur Girlfriend,Lay Bankz,Tell Ur Girlfriend,124444,2024-02-07
1EjIXKhNHI00ZLMRpS8iz8,The Code,Nemo,The Code,180141,2024-02-29
2v1ivOOsgn64g5OywuH55L,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT,245541,2024-04-18
3ZVFcD8Wlw9T9klGqmJf9F,Florida!!! (feat. Florence + The Machine),"Taylor Swift, Florence + The Machine",THE TORTURED POETS DEPARTMENT,215463,2024-04-18
3NMrVbIVWT3fPXBj0rNDKG,The Tortured Poets Department,Taylor Swift,THE TORTURED POETS DEPARTMENT,293048,2024-04-18
52eIcoLUM25zbQupAZYoFh,redrum,21 Savage,american dream,270697,2024-01-12
3eh51r6rFWAlGQRlHx9QnQ,Push Ups,Drake,Push Ups,232774,2024-04-19
7Mts0OfPorF4iwOomvfqn1,So High School,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,228800,2024-04-19
1dhMTsEZz6ZEquGvmzVoHn,The Alchemy,Taylor Swift,THE TORTURED POETS DEPARTMENT,196900,2024-04-18
5TswDbxMnxptgFTf6ZxvXQ,Rim Tim Tagi Dim,Baby Lasagna,Rim Tim Tagi Dim,179062,2024-01-12
2RNut2tMgGnggdKCxzLLNM,Come back to me,RM,Come back to me,388960,2024-05-10
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,Water,200255,2023-07-28
5oYVxFt2k4SkVp6wzVsFWN,"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2",158728,2024-04-18
1uxiaf3DUS4vpOqNGu4MzL,LA DURANGO,"Peso Pluma, Junior H, Eslabon Armado",LA DURANGO,262883,2024-05-09
6RSG1dKPV5gEvILwJb4QtS,loml,Taylor Swift,THE TORTURED POETS DEPARTMENT,277156,2024-04-18
3Sz8P5ZFLARe2oJeb0qsyb,MILLION DOLLAR BABY (VHS),Tommy Richman,MILLION DOLLAR BABY,155151,2024-04-26
5g7TAIGfB6vgbaX8AH19FG,Mendua,Astrid,Terpukau,250000,2013-10-23
69phA1R4gmQsBFRQ3INW8C,ONE CALL,Rich Amiri,Ghetto Fabulous,121399,2023-11-17
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,232186,2018-02-09
2UgCs0i0rNHUH2jKE5NZHE,Sempurna,Andra & The Backbone,Andra & The Backbone,268422,2006-12-28
5EWf240yQq0JhlkMBSPyBN,Gata Only (Mashup),Dj Agus Lima,Mashup 2024,215400,2024-05-06
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,DAMN.,177000,2017-04-14
7sTyAjxDXq9afwfSQy6D0s,Bandit,Don Toliver,Bandit,147746,2024-02-01
3fO566xJgwxIa3qGCGBvIC,Fresh Out The Slammer,Taylor Swift,THE TORTURED POETS DEPARTMENT,210789,2024-04-18
5q0EXnBYyeCdXD72FzJxH0,Illusion,Dua Lipa,Radical Optimism,188143,2024-05-03
5b5cPscqVEMChvDqscVw26,Training Season,Dua Lipa,Radical Optimism,209487,2024-05-03
7b6sWLSnbZhSIeqNGrJ4py,These Walls,Dua Lipa,Radical Optimism,217783,2024-05-03
6D8y7Bck8h11byRY88Pt2z,Houdini,Dua Lipa,Radical Optimism,185917,2024-05-03
1kcwpPDQnqEqmezzXdJTCP,imgonnagetyouback,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,222072,2024-04-19
62E2nR0od0M5HYxuYLaDz7,The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,238857,2024-04-19
2h3MDMf8sd9s4XIzpTBIjX,I Can Fix Him (No Really I Can),Taylor Swift,THE TORTURED POETS DEPARTMENT,156297,2024-04-18
5UHnOvi0XFvwY8ege9DNdD,Karena Kamu,Geisha,Meraih Bintang,234546,2011-01-03
1UlhrRvYzbHEyugEDspXUB,Clara Bow,Taylor Swift,THE TORTURED POETS DEPARTMENT,216662,2024-04-18
18WFFUIsewmA8g31KAeo3e,The Prophecy,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,249807,2024-04-19
3U5JVgI2x4rDyHGObzJfNf,Unwritten,Natasha Bedingfield,Unwritten,259333,2004-08-30
5Bedn0svl0ZD7RGmJkmKKw,How Did It End?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,238706,2024-04-19
4EF6IyONolQy0bIQXm2EmX,The Albatross,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,183878,2024-04-19
3hlGuz3loYoLfI3bpwieWq,I Hate It Here,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,243875,2024-04-19
0dEAiKNbHt4mrjjoiL0loc,Corazón de Piedra,Xavi,Corazón de Piedra,193568,2024-03-21
0R6NfOiLzLj4O5VbYSJAjf,La Diabla,Xavi,La Diabla,172264,2023-11-30
7ogK4lJDVDMU6A6vYR5rvD,thanK you aIMee,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,263817,2024-04-19
1rUQmXEy41tXwHIKFECNTa,Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,220933,2012-01-01
1rmEsOezwf2lmIZTMAO5Ag,Chloe or Sam or Sophia or Marcus,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,213281,2024-04-19
1Zai5UJ2di3qEuR2HeT2s8,I Look in People's Windows,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,131907,2024-04-19
2913xXOVAIDAqxzV2g4VcU,The Bolter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,238241,2024-04-19
3zMDGj4D8ogaYgAIZPeU7S,Peter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,283957,2024-04-19
0g4fMVo4JjwnIpTfFfLdxS,Cassandra,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,240205,2024-04-19
1daDRI9ahBonbWD8YcxOIB,Angels Like You,Miley Cyrus,Plastic Hearts,196453,2020-11-27
0x7PmByJWVXdeipevd6KZS,Take A Chance With Me,NIKI,Nicole,303933,2022-08-11
2GUp5FWzjfs422g45y16HQ,Bersamamu,Jaz,Bersamamu,220945,2023-06-09
0otRX6Z89qKkHkQ9OqJpKt,Car's Outside,James Arthur,YOU,248373,2019-10-18
1DTRUYVd8rYpla9hhVVwjo,The Manuscript,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,224743,2024-04-19
2CnjDMdpRjlWv04Xk3s6MW,Robin,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,240893,2024-04-19
6rtEzZyFomFPjpSPymcebO,PUSH UPS,Staredd,PUSH UPS,233472,2024-04-14
2DbV9TSdeGr5FobCFDRzvq,"Natanael Cano: Bzrp Music Sessions, Vol. 59","Bizarrap, Natanael Cano","Natanael Cano: Bzrp Music Sessions, Vol. 59",155888,2024-04-02
7iUtQNMRB8ZkKC4AmEuCJC,LA FALDA,Myke Towers,LVEU: VIVE LA TUYA...NO LA MIA,174229,2023-09-18
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,"Bad Bunny, Feid",nadie sabe lo que va a pasar mañana,162767,2023-10-13
7sVbKoBdhXtYCEOO6qC1SN,We Still Don't Trust You,"Future, Metro Boomin, The Weeknd",WE STILL DON'T TRUST YOU,252920,2024-04-12
6tNgRQ0K2NYZ0Rb9l9DzL8,obsessed,Olivia Rodrigo,GUTS (spilled),170541,2024-03-22
0hKtu53OlIFXVuYkZwcn3o,Cinderella,"Future, Metro Boomin, Travis Scott",WE DON'T TRUST YOU,169840,2024-03-22
3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,d4vd,Feel It (From The Original Series “Invincible”),157974,2024-03-28
3cBsEDNhFI9E82vPj3kvi3,Wasted On You,Morgan Wallen,Dangerous: The Double Album,178520,2021-01-08
6rjuKpPydT2SxN15TZpV7r,500lbs,Lil Tecca,TEC,144390,2023-09-22
1ACA277B6f46DYCgZW8di3,if u think i'm pretty,Artemas,pretty,128205,2024-02-09
2psRActEWsTlYYd7EDoyVR,Those Eyes,New West,Based On A True Story...,220750,2023-10-20
7EWtB4NKYY3NqBl31PVip9,LA PEOPLE II,"Peso Pluma, Tito Double P, Joel De La P",LA PEOPLE II,141064,2024-03-21
3FqUPvubYeRCMsdJ02QyZR,TÚ NAME,Fuerza Regida,Dolido Pero No Arrepentido,152078,2024-02-09
7aQ1tSYr518KwnE4SVSQbT,Whatever She Wants [BONUS],Bryson Tiller,Bryson Tiller,161342,2024-04-05
2kE2HFBFkJ0VMw3igxYohz,Wild Ones (feat. Jelly Roll),"Jessie Murph, Jelly Roll",Wild Ones (feat. Jelly Roll),141367,2023-10-06
4Dx4e0X5dR6TW85dtFU42x,Red Leather,"Future, Metro Boomin, J. Cole",WE STILL DON'T TRUST YOU,414893,2024-04-12
2BOpFmZQ89Rjm2wvmud1MU,Out Of My Hands,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,243040,2024-04-12
0SdpzQRdK8BdSV57rn6AZZ,Drink N Dance,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,220626,2024-04-12
59NraMJsLaMCVtwXTSia8i,Prada,"cassö, RAYE, D-Block Europe",Prada,132359,2023-08-11
7ovB5FvDwq1g7AG9ICYaNY,overseas,Ken Carson,overseas,141031,2024-04-12
4k8XSN1nCJ0rMf4OKF3zEz,Jealous,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,224666,2024-04-12
5pF8pF6U8ZDGTQmTY71hYn,This Sunday,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,198946,2024-04-12
6Gf8Op8esgwchp44p1tIDp,Luv Bad Bitches,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,196133,2024-04-12
0lOQaZwX9AkAiSvObh4G70,All to Myself,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,254320,2024-04-12
0cGn4vxyoBftN61XUv2aQk,Show of Hands,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,213853,2024-04-12
6J9ULUfgdVZfWnofbtLkfh,All My Life,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,190866,2024-04-12
6c0rii1TOf2fvq3hhqqExW,Nights Like This,"Future, Metro Boomin",WE STILL DON'T TRUST YOU,232266,2024-04-12
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",222369,2023-07-13
7ueuqvQkKA9k1Pys0hB5br,Praise Jah In The Moonlight,YG Marley,Praise Jah In The Moonlight (Live),263040,2024-02-23
2mhdhTWqT8RhkTlN2yWZZi,7 Minute Drill,J. Cole,Might Delete Later,212213,2024-04-05
6dpLxbF7lfCAnC9QRTjNLK,Home,Good Neighbours,Home,157485,2024-01-17
6zuPQl2RVqQ4y5nAH61CFC,II MOST WANTED,"Beyoncé, Miley Cyrus",COWBOY CARTER,208521,2024-03-27
3h76tbaYIamSeJL81X7ZwI,Cry,Benson Boone,Fireworks & Rollerblades,186359,2024-04-05
1yfKakY4rvI17lk20ekuRA,Crocodile Tearz,J. Cole,Might Delete Later,229186,2024-04-05
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,2014 Forest Hills Drive,292799,2014-12-09
4nTjkWK590oBDcnIxTr1mI,Favorite Girl,Justin Bieber,My World,256799,2009-01-01
4rcuS31IcZynp91dqvmhmA,Semua Aku Dirayakan,Nadin Amizah,"Untuk Dunia, Cinta, dan Kotornya",310625,2023-10-13
7wuJGgpTNzbUyn26IOY6rj,Total Eclipse of the Heart,Bonnie Tyler,The Very Best of Bonnie Tyler,267360,2009-03-26
2cH8wHImerFokgmhjyhCTU,Huntin’ Wabbitz,J. Cole,Might Delete Later,162026,2024-04-05
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Bill Withers,Just As I Am,125093,1971-05-01
5RMTsrJkrtumtiIZjy7dL6,H.Y.B. (feat. Bas & Central Cee),"J. Cole, Bas, Central Cee",Might Delete Later,234586,2024-04-05
5XVdHRf4CAJ2Jm0uMIy5qY,La Víctima,Xavi,La Víctima,156345,2023-08-17
4bw8mcDUSRWfQo63ZTYRnU,Según Quién,"Maluma, Carin Leon",Don Juan,142334,2023-08-25
2w5BtuWXISpB6NM4xPoeiR,"Pricey (feat. Ari Lennox, Young Dro & Gucci Mane)","J. Cole, Ari Lennox, Young Dro, Gucci Mane",Might Delete Later,295146,2024-04-05
4J9WveqdoaEUQu1aeoSH9X,Ready ‘24 (feat. Cam’ron),"J. Cole, Cam'ron",Might Delete Later,210133,2024-04-05
6Y4rniIxibegzsg8cdWAWV,BODYGUARD,Beyoncé,COWBOY CARTER,240254,2024-03-29
2UDARQiksl207HcSduDpov,LEVII'S JEANS,"Beyoncé, Post Malone",COWBOY CARTER,257699,2024-03-29
1VxEaXbIq3xAvqh80xP67w,JOLENE,Beyoncé,COWBOY CARTER,189638,2024-03-27
1tTKy8pW1dMaXJm7bYrSzA,Stickz N Stonez,J. Cole,Might Delete Later,200786,2024-04-05
6XkIQqAsFjk1XfD4L7G6qR,Fever,J. Cole,Might Delete Later,142640,2024-04-05
0NXRZaUn11do0EzDFlXkbj,Pi (feat. Daylyt & Ab-Soul),"J. Cole, Daylyt, Ab-Soul",Might Delete Later,354773,2024-04-05
7JRwdwgeTrYkJvwmecrPSW,3001,J. Cole,Might Delete Later,157853,2024-04-05
3zyjnHtoi8AtiGgZFnJP7O,Stealth Mode (feat. Bas),"J. Cole, Bas",Might Delete Later,135213,2024-04-05
4E2fOeF5A6onC10OtnjXJa,Trae The Truth in Ibiza,J. Cole,Might Delete Later,255440,2024-04-05
61OsemtnuPJ5R0LMEkw60S,Entre las de 20,"Bizarrap, Natanael Cano",Entre las de 20,168511,2024-04-02
5D34wRmbFS29AjtTOP2QJe,"yes, and?",Ariana Grande,eternal sunshine,214994,2024-03-08
2H2ytI7ompfNmRkI2sq8Uk,I LUV IT (feat. Playboi Carti),"Camila Cabello, Playboi Carti",I LUV IT (feat. Playboi Carti),174880,2024-03-27
2x2olWuWXpqjoeE4bO1NFS,Never Lose Me,Flo Milli,"Fine Ho, Stay",125901,2024-03-15
1pnDvUuAEd6z8bKEsbAjk1,We Don't Trust You,"Future, Metro Boomin",WE DON'T TRUST YOU,226213,2024-03-22
3OxL6MuctgZp1e0zxoAZhH,Young Metro,"Future, Metro Boomin, The Weeknd",WE DON'T TRUST YOU,205346,2024-03-22
0K9tfzrxJyCQIf7oAlPwaK,YA YA,Beyoncé,COWBOY CARTER,274766,2024-03-29
27a8HLPwti6tmgQ6FR8aVI,DAUGHTER,Beyoncé,COWBOY CARTER,203851,2024-03-27
5UcUppRaEIBMIHXiUFl7LI,SPAGHETTII,"Beyoncé, Linda Martell, Shaboozey",COWBOY CARTER,158477,2024-03-29
7x5ziCOQFir0AQN8dFisK6,16 CARRIAGES,Beyoncé,COWBOY CARTER,227250,2024-03-27
6ocGUvvzNkvf4hAV9VFb4P,AMERIICAN REQUIEM,Beyoncé,COWBOY CARTER,325037,2024-03-27
3LJeR75SmszOUSvE1qNZDF,BLACKBIIRD,"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy, Reyna Roberts",COWBOY CARTER,131949,2024-03-27
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,FRI(END)S,148082,2024-03-15
3NtCIBBz5pEAVGeHL4h5mS,TYRANT,"Beyoncé, Dolly Parton",COWBOY CARTER,250725,2024-03-27
3koE8h6ORJ28j0xEPO4n6K,PROTECTOR,"Beyoncé, Rumi Carter",COWBOY CARTER,184399,2024-03-27
0TsCBkrq3owPs06HP5Q9Z4,RIIVERDANCE,Beyoncé,COWBOY CARTER,251986,2024-03-29
3evCfqmaP5ZFbWMeFI0E21,ALLIIGATOR TEARS,Beyoncé,COWBOY CARTER,179397,2024-03-27
7EG3kXbKmNC1OismTn6ZG5,MY ROSE,Beyoncé,COWBOY CARTER,53442,2024-03-27
76OC0zMt7wqgys9BpPfLag,SMOKE HOUR ★ WILLIE NELSON,"Beyoncé, Willie Nelson",COWBOY CARTER,50721,2024-03-27
51D9PHMiMxuRGtGz61F4QN,JUST FOR FUN,"Beyoncé, Willie Jones",COWBOY CARTER,204487,2024-03-27
3tmrwNhOKNDMUVg1Z924Aq,FLAMENCO,Beyoncé,COWBOY CARTER,100364,2024-03-27
5v7Cm2PyrlJ1NIbVOvNcF5,DESERT EAGLE,Beyoncé,COWBOY CARTER,72448,2024-03-27
2g042sh2sg0fmOrr1lApqi,II HANDS II HEAVEN,Beyoncé,COWBOY CARTER,341312,2024-03-27
4a6fLRXmH4R4dMu9c1MzE6,OH LOUISIANA,Beyoncé,COWBOY CARTER,52195,2024-03-27
7CA0mEKqEZ0WFAIlTS4uEl,SWEET ★ HONEY ★ BUCKIIN',"Beyoncé, Shaboozey",COWBOY CARTER,296185,2024-03-29
11sirgYaEutV40tkvgpHN6,NEURON (with Gaeko & YOON MIRAE),"j-hope, Gaeko, YOON MIRAE",HOPE ON THE STREET VOL.1,273290,2024-03-29
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,GUTS,219724,2023-09-08
70ToiXlzl8N1EgfC07ZcZE,Ice Attack,"Future, Metro Boomin",WE DON'T TRUST YOU,199253,2024-03-22
5NAOhPAZ57eFAXr3qatS6i,Breathe,Yeat,2093,170847,2024-02-16
5Jh1i0no3vJ9u4deXkb4aV,so american,Olivia Rodrigo,GUTS (spilled),169717,2024-03-22
1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",For All The Dogs,319191,2023-10-06
2GLWhy9iiO1wrLUF5l4FtJ,Slimed In,"Future, Metro Boomin",WE DON'T TRUST YOU,194906,2024-03-22
57ELn9TPDIhrpl0dasS465,Claustrophobic,"Future, Metro Boomin",WE DON'T TRUST YOU,222053,2024-03-22
7pBcryEKcUEaWHwAu1wUyP,Magic Don Juan (Princess Diana),"Future, Metro Boomin",WE DON'T TRUST YOU,220733,2024-03-22
28xOPIPw0joNPwYd0asIT5,Fried (She a Vibe),"Future, Metro Boomin",WE DON'T TRUST YOU,210173,2024-03-22
4q7y1JFDBJSBSLqXVgcI51,Runnin Outta Time,"Future, Metro Boomin",WE DON'T TRUST YOU,205480,2024-03-22
3Vg7nPYlOrCkcV1abKbRQ1,Everyday Hustle,"Future, Metro Boomin, Rick Ross",WE DON'T TRUST YOU,226946,2024-03-22
1q1WpDkeFN3y9FlwZ1f440,Wildflower and Barley (feat. Allison Russell),"Hozier, Allison Russell",Unheard,222177,2024-03-22
72qABvaqn3TP6drO2tByA6,Ain't No Love,"Future, Metro Boomin",WE DON'T TRUST YOU,182840,2024-03-22
4XF9fk0STp9hx8xn5Suwpz,GTA,"Future, Metro Boomin",WE DON'T TRUST YOU,233026,2024-03-22
7bQRGSTZYc8qedKrW9FmYI,Empire Now,Hozier,Unheard,178196,2024-03-22
0bJAmhSAeMSfsyazOEUVFf,girl i’ve always been,Olivia Rodrigo,GUTS (spilled),121354,2024-03-22
2U3jOPfO4wZZFaaWS4Dcj6,stranger,Olivia Rodrigo,GUTS (spilled),192771,2024-03-22
7JqH46zlr7XV7vMBt4slE6,scared of my guitar,Olivia Rodrigo,GUTS (spilled),263928,2024-03-22
2VB6TOrUH8suLLiHIisrKT,Fare Well,Hozier,Unheard,188454,2024-03-22
5imsnhkfPCm3wajS9ksb21,Seen it All,"Future, Metro Boomin",WE DON'T TRUST YOU,179440,2024-03-22
1xwvjqcwflD2NEqRCNcCo2,WTFYM,"Future, Metro Boomin",WE DON'T TRUST YOU,292600,2024-03-22
6b81dy3WjbozXK6b7C1gu5,Austin,Dasha,What Happens Now?,171782,2024-02-16
5mjYQaktjmjcMKcUIcqz4s,Strangers,Kenya Grace,Strangers,172964,2023-09-01
1whKKdtCiFjN7MW7DrIRUH,Lan,Zeynep Bastık,Lan,196075,2024-03-08
1Rweq7vNjK4kZBbGrmxQsl,bye,Ariana Grande,eternal sunshine,164927,2024-03-08
7GUhiAHLoVy1V8ucQuZ3CB,Popular (with Playboi Carti & Madonna),"The Weeknd, Playboi Carti, Madonna",The Highlights (Deluxe),215466,2024-02-09
3RwWW7KeVhHGayYJgUL5eZ,eternal sunshine,Ariana Grande,eternal sunshine,210200,2024-03-08
7pDfRnoEDRkcz7bQsOjnPc,Enough (Miami),Cardi B,Enough (Miami),158727,2024-03-15
5PyDJG7SQRgWXefgexqIge,Agora Hills,Doja Cat,Scarlet,265360,2023-09-20
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",The Forever Story (Extended Version),229938,2022-10-31
3QS9ZCtoSCJhmaJ7QNXSAS,act ii: date @ 8 (feat. Drake) - remix,"4batz, Drake",act ii: date @ 8 (feat. Drake) [remix],231338,2024-03-08
142PiXzA84lmEw2RstFHFa,supernatural,Ariana Grande,eternal sunshine,163381,2024-03-08
0o3ua5ufFK7nfRzbDUNoGA,don't wanna break up again,Ariana Grande,eternal sunshine,174006,2024-03-08
6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,Travis Scott,UTOPIA,211582,2023-07-28
6uIIdjYTxxpWOyWuVXrKQO,Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,191466,2023-08-30
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,Scarlet,230480,2023-09-20
14kyXBpg91RVq8bNRDS1q2,true story,Ariana Grande,eternal sunshine,163278,2024-03-08
7rSERmjAT38lC5QhJ8hnQc,I'm Shipping Up To Boston,Dropkick Murphys,The Warrior's Code,153600,2005-07-19
5cQX9BexkPIEESTZijJhXg,i wish i hated you,Ariana Grande,eternal sunshine,153633,2024-03-08
6XXKB32Om6WuXg3uEWwTob,imperfect for you,Ariana Grande,eternal sunshine,182566,2024-03-08
7aDgRKt0w7iSVc3NIJLybG,Baby Please,Ivan Cornejo,Baby Please,178320,2024-03-14
333XFHKsHU0pOocFzBgrJi,Deeper Well,Kacey Musgraves,Deeper Well,232133,2024-03-15
3d6BjQ0QOLTzuKoOQbeGgG,Satu-Satu,Idgitaf,Mengudara,285071,2023-07-28
13jRSCLoWbCoU1XEdJRbgn,Saturn Returns Interlude,Ariana Grande,eternal sunshine,42166,2024-03-08
4mHM5d2fK3n8xgymjf92w2,ordinary things (feat. Nonna),"Ariana Grande, Nonna",eternal sunshine,168500,2024-03-08
4HMop4Re0iucehmF7mgV27,act ii: date @ 8,4batz,act ii: date @ 8,113684,2023-12-15
7nQoDLkzCcoIpKPQt3eCdN,Kau Rumahku,raissa anggiani,Kau Rumahku,275250,2022-01-10
04CyMEHliadfQWMUJb1w99,BURN,"¥$, Kanye West, Ty Dolla $ign",VULTURES 1,111458,2024-02-09
6PGx1glZXYFGVppfHlCQqc,SAH,"Sarah Suhairi, Alfie Zumi",SAH,228055,2024-01-19
1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,Daylight,212953,2023-04-14
4UkUxO2WlKLc0Q1iEutGGh,CONTIGO (with Tiësto),"KAROL G, Tiësto",CONTIGO (with Tiësto),192786,2024-02-15
2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),"Drake, Yeat",For All The Dogs,260111,2023-10-06
4kjI1gwQZRKNDkw1nI475M,MY EYES,Travis Scott,UTOPIA,251249,2023-07-28
4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West,808s & Heartbreak,211000,2008-11-24
7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),"Drake, J. Cole",For All The Dogs,247444,2023-10-06
7zcmeZ4Xt54ICq90anFSXq,Yang Tlah Merelakanmu,Seventeen,Dunia Yang Indah,293480,2010-01-01
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,Lover,221306,2019-08-23
4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,135920,2016-06-10
